LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
LUX,HHDI,NET,AGRWTH,A,2000,6.273276059,
LUX,HHDI,NET,AGRWTH,A,2001,3.832170166,
LUX,HHDI,NET,AGRWTH,A,2002,5.976830924,
LUX,HHDI,NET,AGRWTH,A,2003,1.994157237,
LUX,HHDI,NET,AGRWTH,A,2004,1.551319001,
LUX,HHDI,NET,AGRWTH,A,2005,0.023854306,
LUX,HHDI,NET,AGRWTH,A,2006,1.421948345,
LUX,HHDI,NET,AGRWTH,A,2007,4.420399599,
LUX,HHDI,NET,AGRWTH,A,2008,1.355535332,
LUX,HHDI,NET,AGRWTH,A,2009,3.511645587,
LUX,HHDI,NET,AGRWTH,A,2010,2.282752213,
LUX,HHDI,NET,AGRWTH,A,2011,-0.839105572,
LUX,HHDI,NET,AGRWTH,A,2012,3.573983658,
LUX,HHDI,NET,AGRWTH,A,2013,2.888739807,
LUX,HHDI,NET,AGRWTH,A,2014,4.981396223,
LUX,HHDI,NET,AGRWTH,A,2015,0.929170751,
LUX,HHDI,NET,AGRWTH,A,2016,1.535221073,
LUX,HHDI,NET,AGRWTH,A,2017,4.943335653,
LUX,HHDI,NET,AGRWTH,A,2018,3.288911507,
MEX,HHDI,NET,AGRWTH,A,2004,5.036296511,
MEX,HHDI,NET,AGRWTH,A,2005,2.62235984,
MEX,HHDI,NET,AGRWTH,A,2006,6.042218237,
MEX,HHDI,NET,AGRWTH,A,2007,1.658511427,
MEX,HHDI,NET,AGRWTH,A,2008,1.553561245,
MEX,HHDI,NET,AGRWTH,A,2009,1.193342605,
MEX,HHDI,NET,AGRWTH,A,2010,2.623608853,
MEX,HHDI,NET,AGRWTH,A,2011,5.584925555,
MEX,HHDI,NET,AGRWTH,A,2012,-0.253257664,
MEX,HHDI,NET,AGRWTH,A,2013,0.575767037,
MEX,HHDI,NET,AGRWTH,A,2014,3.334922937,
MEX,HHDI,NET,AGRWTH,A,2015,4.754382506,
MEX,HHDI,NET,AGRWTH,A,2016,1.725837747,
MEX,HHDI,NET,AGRWTH,A,2017,0.809422174,
MEX,HHDI,NET,AGRWTH,A,2018,1.14305742,
MEX,HHDI,NET,AGRWTH,A,2019,2.755388225,
NLD,HHDI,NET,AGRWTH,A,1996,2.355188897,
NLD,HHDI,NET,AGRWTH,A,1997,4.232402499,
NLD,HHDI,NET,AGRWTH,A,1998,4.066405571,
NLD,HHDI,NET,AGRWTH,A,1999,2.914117627,
NLD,HHDI,NET,AGRWTH,A,2000,2.806568076,
NLD,HHDI,NET,AGRWTH,A,2001,5.924307966,
NLD,HHDI,NET,AGRWTH,A,2002,0.538177521,
NLD,HHDI,NET,AGRWTH,A,2003,-0.554088188,
NLD,HHDI,NET,AGRWTH,A,2004,0.446582246,
NLD,HHDI,NET,AGRWTH,A,2005,-0.080236441,
NLD,HHDI,NET,AGRWTH,A,2006,4.040303452,
NLD,HHDI,NET,AGRWTH,A,2007,2.098754537,
NLD,HHDI,NET,AGRWTH,A,2008,1.64126569,
NLD,HHDI,NET,AGRWTH,A,2009,2.082110847,
NLD,HHDI,NET,AGRWTH,A,2010,0.411664958,
NLD,HHDI,NET,AGRWTH,A,2011,0.667786952,
NLD,HHDI,NET,AGRWTH,A,2012,-0.522088311,
NLD,HHDI,NET,AGRWTH,A,2013,-0.94062921,
NLD,HHDI,NET,AGRWTH,A,2014,1.375058563,
NLD,HHDI,NET,AGRWTH,A,2015,1.433801205,
NLD,HHDI,NET,AGRWTH,A,2016,2.058874115,
NLD,HHDI,NET,AGRWTH,A,2017,1.08005713,
NLD,HHDI,NET,AGRWTH,A,2018,2.274766632,
NLD,HHDI,NET,AGRWTH,A,2019,1.40493565,E
NZL,HHDI,NET,AGRWTH,A,2000,-1.699146152,
NZL,HHDI,NET,AGRWTH,A,2001,3.903653262,
NZL,HHDI,NET,AGRWTH,A,2002,1.852921678,
NZL,HHDI,NET,AGRWTH,A,2003,7.6023881,
NZL,HHDI,NET,AGRWTH,A,2004,3.768475317,
NZL,HHDI,NET,AGRWTH,A,2005,3.766822918,
NZL,HHDI,NET,AGRWTH,A,2006,3.797725981,
NZL,HHDI,NET,AGRWTH,A,2007,5.629315913,
NZL,HHDI,NET,AGRWTH,A,2008,-1.422056477,
NZL,HHDI,NET,AGRWTH,A,2009,1.025552408,
NZL,HHDI,NET,AGRWTH,A,2010,1.784317176,
NZL,HHDI,NET,AGRWTH,A,2011,3.374263951,
NZL,HHDI,NET,AGRWTH,A,2012,2.036861737,
NZL,HHDI,NET,AGRWTH,A,2013,2.908542811,
NZL,HHDI,NET,AGRWTH,A,2014,1.519974217,
NZL,HHDI,NET,AGRWTH,A,2015,4.583959395,
NZL,HHDI,NET,AGRWTH,A,2016,5.270104919,
NZL,HHDI,NET,AGRWTH,A,2017,4.435379009,
NOR,HHDI,NET,AGRWTH,A,1979,0.813203148,
NOR,HHDI,NET,AGRWTH,A,1980,3.36047733,
NOR,HHDI,NET,AGRWTH,A,1981,2.771018809,
NOR,HHDI,NET,AGRWTH,A,1982,0.627929812,
NOR,HHDI,NET,AGRWTH,A,1983,1.740697281,
NOR,HHDI,NET,AGRWTH,A,1984,3.099090749,
NOR,HHDI,NET,AGRWTH,A,1985,2.214551931,
NOR,HHDI,NET,AGRWTH,A,1986,1.995972248,
NOR,HHDI,NET,AGRWTH,A,1987,0.317361802,
NOR,HHDI,NET,AGRWTH,A,1988,0.461009664,
NOR,HHDI,NET,AGRWTH,A,1989,1.745541278,
NOR,HHDI,NET,AGRWTH,A,1990,2.246344712,
NOR,HHDI,NET,AGRWTH,A,1991,3.791360177,
NOR,HHDI,NET,AGRWTH,A,1992,4.377092739,
NOR,HHDI,NET,AGRWTH,A,1993,3.879643723,
NOR,HHDI,NET,AGRWTH,A,1994,2.243392212,
NOR,HHDI,NET,AGRWTH,A,1995,2.552094675,
NOR,HHDI,NET,AGRWTH,A,1996,3.98485786,
NOR,HHDI,NET,AGRWTH,A,1997,4.077720823,
NOR,HHDI,NET,AGRWTH,A,1998,5.598123844,
NOR,HHDI,NET,AGRWTH,A,1999,2.902194633,
NOR,HHDI,NET,AGRWTH,A,2000,3.609615273,
NOR,HHDI,NET,AGRWTH,A,2001,0.81960398,
NOR,HHDI,NET,AGRWTH,A,2002,7.236756248,
NOR,HHDI,NET,AGRWTH,A,2003,4.320768356,
NOR,HHDI,NET,AGRWTH,A,2004,3.161859013,
NOR,HHDI,NET,AGRWTH,A,2005,7.312972857,
NOR,HHDI,NET,AGRWTH,A,2006,-4.638675228,
NOR,HHDI,NET,AGRWTH,A,2007,5.373237522,
NOR,HHDI,NET,AGRWTH,A,2008,3.087117974,
NOR,HHDI,NET,AGRWTH,A,2009,3.986021746,
NOR,HHDI,NET,AGRWTH,A,2010,2.267063059,
NOR,HHDI,NET,AGRWTH,A,2011,3.278046067,
NOR,HHDI,NET,AGRWTH,A,2012,3.806543915,
NOR,HHDI,NET,AGRWTH,A,2013,3.101737042,
NOR,HHDI,NET,AGRWTH,A,2014,2.508914511,
NOR,HHDI,NET,AGRWTH,A,2015,4.435586686,
NOR,HHDI,NET,AGRWTH,A,2016,-0.783919746,
NOR,HHDI,NET,AGRWTH,A,2017,1.332962313,
NOR,HHDI,NET,AGRWTH,A,2018,1.670156742,
POL,HHDI,NET,AGRWTH,A,1996,5.84518273,
POL,HHDI,NET,AGRWTH,A,1997,6.411064673,
POL,HHDI,NET,AGRWTH,A,1998,5.761821219,
POL,HHDI,NET,AGRWTH,A,1999,3.550677831,
POL,HHDI,NET,AGRWTH,A,2000,2.727539394,
POL,HHDI,NET,AGRWTH,A,2001,3.734033437,
POL,HHDI,NET,AGRWTH,A,2002,0.053311005,
POL,HHDI,NET,AGRWTH,A,2003,0.680263744,
POL,HHDI,NET,AGRWTH,A,2004,-0.297329072,
POL,HHDI,NET,AGRWTH,A,2005,1.209385949,
POL,HHDI,NET,AGRWTH,A,2006,5.09590969,
POL,HHDI,NET,AGRWTH,A,2007,4.470038716,
POL,HHDI,NET,AGRWTH,A,2008,4.325353367,
POL,HHDI,NET,AGRWTH,A,2009,6.06287546,
POL,HHDI,NET,AGRWTH,A,2010,2.764683227,
POL,HHDI,NET,AGRWTH,A,2011,0.333336633,
POL,HHDI,NET,AGRWTH,A,2012,0.701526517,
POL,HHDI,NET,AGRWTH,A,2013,1.438256776,
POL,HHDI,NET,AGRWTH,A,2014,3.170221799,
POL,HHDI,NET,AGRWTH,A,2015,3.95562452,
POL,HHDI,NET,AGRWTH,A,2016,5.100411899,
POL,HHDI,NET,AGRWTH,A,2017,3.834583398,
POL,HHDI,NET,AGRWTH,A,2018,2.856296831,
POL,HHDI,NET,AGRWTH,A,2019,6.189668477,
PRT,HHDI,NET,AGRWTH,A,1996,2.402354352,
PRT,HHDI,NET,AGRWTH,A,1997,3.193830386,
PRT,HHDI,NET,AGRWTH,A,1998,6.318616572,
PRT,HHDI,NET,AGRWTH,A,1999,4.829385607,
PRT,HHDI,NET,AGRWTH,A,2000,2.59244117,
PRT,HHDI,NET,AGRWTH,A,2001,1.455660633,
PRT,HHDI,NET,AGRWTH,A,2002,1.103226547,
PRT,HHDI,NET,AGRWTH,A,2003,-0.596676096,
PRT,HHDI,NET,AGRWTH,A,2004,1.040204372,
PRT,HHDI,NET,AGRWTH,A,2005,0.714497859,
PRT,HHDI,NET,AGRWTH,A,2006,-0.522345105,
PRT,HHDI,NET,AGRWTH,A,2007,1.169819038,
PRT,HHDI,NET,AGRWTH,A,2008,1.099949842,
PRT,HHDI,NET,AGRWTH,A,2009,2.660967119,
PRT,HHDI,NET,AGRWTH,A,2010,-0.531108637,
PRT,HHDI,NET,AGRWTH,A,2011,-4.214329077,
PRT,HHDI,NET,AGRWTH,A,2012,-3.902242012,
PRT,HHDI,NET,AGRWTH,A,2013,-1.500858917,
PRT,HHDI,NET,AGRWTH,A,2014,-1.154197914,
PRT,HHDI,NET,AGRWTH,A,2015,2.640295813,
PRT,HHDI,NET,AGRWTH,A,2016,2.327251227,
PRT,HHDI,NET,AGRWTH,A,2017,1.054158361,
PRT,HHDI,NET,AGRWTH,A,2018,2.317367199,
PRT,HHDI,NET,AGRWTH,A,2019,2.810125805,E
SVK,HHDI,NET,AGRWTH,A,1996,20.81676495,
SVK,HHDI,NET,AGRWTH,A,1997,8.751169728,
SVK,HHDI,NET,AGRWTH,A,1998,3.228012225,
SVK,HHDI,NET,AGRWTH,A,1999,-5.429131375,
SVK,HHDI,NET,AGRWTH,A,2000,1.026440177,
SVK,HHDI,NET,AGRWTH,A,2001,2.938449641,
SVK,HHDI,NET,AGRWTH,A,2002,4.585217626,
SVK,HHDI,NET,AGRWTH,A,2003,-0.325470714,
SVK,HHDI,NET,AGRWTH,A,2004,5.058842363,
SVK,HHDI,NET,AGRWTH,A,2005,3.638553402,
SVK,HHDI,NET,AGRWTH,A,2006,4.643608376,
SVK,HHDI,NET,AGRWTH,A,2007,9.605844764,
SVK,HHDI,NET,AGRWTH,A,2008,6.630722525,
SVK,HHDI,NET,AGRWTH,A,2009,1.611854501,
SVK,HHDI,NET,AGRWTH,A,2010,1.765106959,
SVK,HHDI,NET,AGRWTH,A,2011,-2.927013012,
SVK,HHDI,NET,AGRWTH,A,2012,0.371646066,
SVK,HHDI,NET,AGRWTH,A,2013,-0.354339124,
SVK,HHDI,NET,AGRWTH,A,2014,2.066663562,
SVK,HHDI,NET,AGRWTH,A,2015,4.598341309,
SVK,HHDI,NET,AGRWTH,A,2016,3.450541935,
SVK,HHDI,NET,AGRWTH,A,2017,3.414791237,
SVK,HHDI,NET,AGRWTH,A,2018,6.235400431,
SVK,HHDI,NET,AGRWTH,A,2019,2.563898058,
ESP,HHDI,NET,AGRWTH,A,1996,3.223521081,
ESP,HHDI,NET,AGRWTH,A,1997,3.750058956,
ESP,HHDI,NET,AGRWTH,A,1998,4.512872929,
ESP,HHDI,NET,AGRWTH,A,1999,3.867681936,
ESP,HHDI,NET,AGRWTH,A,2000,4.673997198,
ESP,HHDI,NET,AGRWTH,A,2001,3.763517999,
ESP,HHDI,NET,AGRWTH,A,2002,3.218603974,
ESP,HHDI,NET,AGRWTH,A,2003,3.883914137,
ESP,HHDI,NET,AGRWTH,A,2004,2.668918225,
ESP,HHDI,NET,AGRWTH,A,2005,3.775245465,
ESP,HHDI,NET,AGRWTH,A,2006,2.312052635,
ESP,HHDI,NET,AGRWTH,A,2007,2.301372479,
ESP,HHDI,NET,AGRWTH,A,2008,2.388251611,
ESP,HHDI,NET,AGRWTH,A,2009,1.144534222,
ESP,HHDI,NET,AGRWTH,A,2010,-1.235106893,
ESP,HHDI,NET,AGRWTH,A,2011,-1.39607002,
ESP,HHDI,NET,AGRWTH,A,2012,-6.612274559,
ESP,HHDI,NET,AGRWTH,A,2013,-1.28073789,
ESP,HHDI,NET,AGRWTH,A,2014,-0.228331584,
ESP,HHDI,NET,AGRWTH,A,2015,3.914013301,
ESP,HHDI,NET,AGRWTH,A,2016,2.466299961,
ESP,HHDI,NET,AGRWTH,A,2017,1.633039631,
ESP,HHDI,NET,AGRWTH,A,2018,1.763160985,
ESP,HHDI,NET,AGRWTH,A,2019,1.658595772,
SWE,HHDI,NET,AGRWTH,A,1971,2.008172055,
SWE,HHDI,NET,AGRWTH,A,1972,0.840995326,
SWE,HHDI,NET,AGRWTH,A,1973,1.754936174,
SWE,HHDI,NET,AGRWTH,A,1974,4.279636068,
SWE,HHDI,NET,AGRWTH,A,1975,4.136282516,
SWE,HHDI,NET,AGRWTH,A,1976,3.545635112,
SWE,HHDI,NET,AGRWTH,A,1977,2.552734208,
SWE,HHDI,NET,AGRWTH,A,1978,-1.144634582,
SWE,HHDI,NET,AGRWTH,A,1979,3.93764216,
SWE,HHDI,NET,AGRWTH,A,1980,1.827389574,
SWE,HHDI,NET,AGRWTH,A,1981,-4.234609925,
SWE,HHDI,NET,AGRWTH,A,1982,-1.437518068,
SWE,HHDI,NET,AGRWTH,A,1983,-0.479950993,
SWE,HHDI,NET,AGRWTH,A,1984,1.0918105,
SWE,HHDI,NET,AGRWTH,A,1985,2.177668289,
SWE,HHDI,NET,AGRWTH,A,1986,3.168801704,
SWE,HHDI,NET,AGRWTH,A,1987,2.044716783,
SWE,HHDI,NET,AGRWTH,A,1988,0.229879315,
SWE,HHDI,NET,AGRWTH,A,1989,3.021995754,
SWE,HHDI,NET,AGRWTH,A,1990,3.026028315,
SWE,HHDI,NET,AGRWTH,A,1991,3.399418107,
SWE,HHDI,NET,AGRWTH,A,1992,2.862312954,
SWE,HHDI,NET,AGRWTH,A,1993,-5.952693139,
SWE,HHDI,NET,AGRWTH,A,1994,-0.28283087,
SWE,HHDI,NET,AGRWTH,A,1995,0.51847126,
SWE,HHDI,NET,AGRWTH,A,1996,-0.277441415,
SWE,HHDI,NET,AGRWTH,A,1997,-0.880973395,
SWE,HHDI,NET,AGRWTH,A,1998,2.749329898,
SWE,HHDI,NET,AGRWTH,A,1999,3.055866843,
SWE,HHDI,NET,AGRWTH,A,2000,3.33031478,
SWE,HHDI,NET,AGRWTH,A,2001,5.565096362,
SWE,HHDI,NET,AGRWTH,A,2002,2.925625741,
SWE,HHDI,NET,AGRWTH,A,2003,0.740670202,
SWE,HHDI,NET,AGRWTH,A,2004,0.764410126,
SWE,HHDI,NET,AGRWTH,A,2005,2.457953692,
SWE,HHDI,NET,AGRWTH,A,2006,4.23759326,
SWE,HHDI,NET,AGRWTH,A,2007,4.30127599,
SWE,HHDI,NET,AGRWTH,A,2008,2.639365304,
SWE,HHDI,NET,AGRWTH,A,2009,1.686560259,
SWE,HHDI,NET,AGRWTH,A,2010,2.632130961,
SWE,HHDI,NET,AGRWTH,A,2011,2.795348294,
SWE,HHDI,NET,AGRWTH,A,2012,3.050075313,
SWE,HHDI,NET,AGRWTH,A,2013,1.649274993,
SWE,HHDI,NET,AGRWTH,A,2014,1.867539052,
SWE,HHDI,NET,AGRWTH,A,2015,2.740003617,
SWE,HHDI,NET,AGRWTH,A,2016,3.86460718,
SWE,HHDI,NET,AGRWTH,A,2017,1.313127834,
SWE,HHDI,NET,AGRWTH,A,2018,1.337907312,
SWE,HHDI,NET,AGRWTH,A,2019,2.224141203,
CHE,HHDI,NET,AGRWTH,A,1996,0.29868126,
CHE,HHDI,NET,AGRWTH,A,1997,5.095890276,
CHE,HHDI,NET,AGRWTH,A,1998,2.187088701,
CHE,HHDI,NET,AGRWTH,A,1999,4.034975208,
CHE,HHDI,NET,AGRWTH,A,2000,2.203296518,
CHE,HHDI,NET,AGRWTH,A,2001,2.927446509,
CHE,HHDI,NET,AGRWTH,A,2002,-0.482509535,
CHE,HHDI,NET,AGRWTH,A,2003,-0.563293874,
CHE,HHDI,NET,AGRWTH,A,2004,2.168513757,
CHE,HHDI,NET,AGRWTH,A,2005,2.563061226,
CHE,HHDI,NET,AGRWTH,A,2006,3.278387174,
CHE,HHDI,NET,AGRWTH,A,2007,3.798298168,
CHE,HHDI,NET,AGRWTH,A,2008,1.36675264,
CHE,HHDI,NET,AGRWTH,A,2009,1.711743798,
CHE,HHDI,NET,AGRWTH,A,2010,1.67028309,
CHE,HHDI,NET,AGRWTH,A,2011,1.147794295,
CHE,HHDI,NET,AGRWTH,A,2012,2.641012179,
CHE,HHDI,NET,AGRWTH,A,2013,2.700781162,
CHE,HHDI,NET,AGRWTH,A,2014,1.740998622,
CHE,HHDI,NET,AGRWTH,A,2015,1.721414231,
CHE,HHDI,NET,AGRWTH,A,2016,1.509039921,
CHE,HHDI,NET,AGRWTH,A,2017,-0.397189831,E
CHE,HHDI,NET,AGRWTH,A,2018,1.037176235,E
CHE,HHDI,NET,AGRWTH,A,2019,1.357022607,E
GBR,HHDI,NET,AGRWTH,A,1996,2.682725556,
GBR,HHDI,NET,AGRWTH,A,1997,3.087274307,
GBR,HHDI,NET,AGRWTH,A,1998,1.23437473,
GBR,HHDI,NET,AGRWTH,A,1999,4.61105973,
GBR,HHDI,NET,AGRWTH,A,2000,5.751829679,
GBR,HHDI,NET,AGRWTH,A,2001,3.53734889,
GBR,HHDI,NET,AGRWTH,A,2002,3.271346544,
GBR,HHDI,NET,AGRWTH,A,2003,1.810040697,
GBR,HHDI,NET,AGRWTH,A,2004,2.830554738,
GBR,HHDI,NET,AGRWTH,A,2005,2.52899963,
GBR,HHDI,NET,AGRWTH,A,2006,1.775821799,
GBR,HHDI,NET,AGRWTH,A,2007,2.73140595,
GBR,HHDI,NET,AGRWTH,A,2008,0.02736509,
GBR,HHDI,NET,AGRWTH,A,2009,1.746025025,
GBR,HHDI,NET,AGRWTH,A,2010,0.634311127,
GBR,HHDI,NET,AGRWTH,A,2011,-1.296590592,
GBR,HHDI,NET,AGRWTH,A,2012,2.205120367,
GBR,HHDI,NET,AGRWTH,A,2013,1.81767298,
GBR,HHDI,NET,AGRWTH,A,2014,2.066535938,
GBR,HHDI,NET,AGRWTH,A,2015,5.603461542,
GBR,HHDI,NET,AGRWTH,A,2016,0.716305191,
GBR,HHDI,NET,AGRWTH,A,2017,0.241179724,
GBR,HHDI,NET,AGRWTH,A,2018,1.95948752,
GBR,HHDI,NET,AGRWTH,A,2019,1.737218853,
USA,HHDI,NET,AGRWTH,A,1971,4.619014788,
USA,HHDI,NET,AGRWTH,A,1972,4.749760176,
USA,HHDI,NET,AGRWTH,A,1973,6.015004027,
USA,HHDI,NET,AGRWTH,A,1974,-0.52182197,
USA,HHDI,NET,AGRWTH,A,1975,2.636988166,
USA,HHDI,NET,AGRWTH,A,1976,3.181616802,
USA,HHDI,NET,AGRWTH,A,1977,3.036179714,
USA,HHDI,NET,AGRWTH,A,1978,4.23835174,
USA,HHDI,NET,AGRWTH,A,1979,1.76617275,
USA,HHDI,NET,AGRWTH,A,1980,0.548713571,
USA,HHDI,NET,AGRWTH,A,1981,1.987005361,
USA,HHDI,NET,AGRWTH,A,1982,1.724519005,
USA,HHDI,NET,AGRWTH,A,1983,3.157600877,
USA,HHDI,NET,AGRWTH,A,1984,6.491144838,
USA,HHDI,NET,AGRWTH,A,1985,2.682834189,
USA,HHDI,NET,AGRWTH,A,1986,3.714456196,
USA,HHDI,NET,AGRWTH,A,1987,2.28803583,
USA,HHDI,NET,AGRWTH,A,1988,4.811074234,
USA,HHDI,NET,AGRWTH,A,1989,2.866419062,
USA,HHDI,NET,AGRWTH,A,1990,2.124001319,
USA,HHDI,NET,AGRWTH,A,1991,0.776769775,
USA,HHDI,NET,AGRWTH,A,1992,4.210161989,
USA,HHDI,NET,AGRWTH,A,1993,1.717237168,
USA,HHDI,NET,AGRWTH,A,1994,2.734747475,
USA,HHDI,NET,AGRWTH,A,1995,3.003247374,
USA,HHDI,NET,AGRWTH,A,1996,2.862534403,
USA,HHDI,NET,AGRWTH,A,1997,3.45703059,
USA,HHDI,NET,AGRWTH,A,1998,5.678435004,
USA,HHDI,NET,AGRWTH,A,1999,3.207673689,
USA,HHDI,NET,AGRWTH,A,2000,4.695141387,
USA,HHDI,NET,AGRWTH,A,2001,2.782603502,
USA,HHDI,NET,AGRWTH,A,2002,3.381096136,
USA,HHDI,NET,AGRWTH,A,2003,2.640027288,
USA,HHDI,NET,AGRWTH,A,2004,3.062466671,
USA,HHDI,NET,AGRWTH,A,2005,1.337036997,
USA,HHDI,NET,AGRWTH,A,2006,3.618184892,
USA,HHDI,NET,AGRWTH,A,2007,2.058502037,
USA,HHDI,NET,AGRWTH,A,2008,1.157766319,
USA,HHDI,NET,AGRWTH,A,2009,0.22207522,
USA,HHDI,NET,AGRWTH,A,2010,1.864025681,
USA,HHDI,NET,AGRWTH,A,2011,2.134766561,
USA,HHDI,NET,AGRWTH,A,2012,3.153628248,
USA,HHDI,NET,AGRWTH,A,2013,-1.140854417,
USA,HHDI,NET,AGRWTH,A,2014,3.768865447,
USA,HHDI,NET,AGRWTH,A,2015,3.932135163,
USA,HHDI,NET,AGRWTH,A,2016,1.865147092,
USA,HHDI,NET,AGRWTH,A,2017,2.657198944,
USA,HHDI,NET,AGRWTH,A,2018,3.603475422,
EST,HHDI,NET,AGRWTH,A,1996,0.473676679,
EST,HHDI,NET,AGRWTH,A,1997,4.385907213,
EST,HHDI,NET,AGRWTH,A,1998,2.658342378,
EST,HHDI,NET,AGRWTH,A,1999,0.488432153,
EST,HHDI,NET,AGRWTH,A,2000,6.656880867,
EST,HHDI,NET,AGRWTH,A,2001,3.579049732,
EST,HHDI,NET,AGRWTH,A,2002,1.661906167,
EST,HHDI,NET,AGRWTH,A,2003,8.255454216,
EST,HHDI,NET,AGRWTH,A,2004,5.692959325,
EST,HHDI,NET,AGRWTH,A,2005,9.831364464,
EST,HHDI,NET,AGRWTH,A,2006,12.25246172,
EST,HHDI,NET,AGRWTH,A,2007,7.204595116,
EST,HHDI,NET,AGRWTH,A,2008,6.752448248,
EST,HHDI,NET,AGRWTH,A,2009,-6.991669588,
EST,HHDI,NET,AGRWTH,A,2010,-3.393777785,
EST,HHDI,NET,AGRWTH,A,2011,3.45736878,
EST,HHDI,NET,AGRWTH,A,2012,-0.467283594,
EST,HHDI,NET,AGRWTH,A,2013,4.768124806,
EST,HHDI,NET,AGRWTH,A,2014,4.022333791,
EST,HHDI,NET,AGRWTH,A,2015,5.786613312,
EST,HHDI,NET,AGRWTH,A,2016,1.384323328,
EST,HHDI,NET,AGRWTH,A,2017,5.384216484,
EST,HHDI,NET,AGRWTH,A,2018,5.180994243,
EST,HHDI,NET,AGRWTH,A,2019,6.49158571,
RUS,HHDI,NET,AGRWTH,A,2012,5.840944081,
RUS,HHDI,NET,AGRWTH,A,2013,4.321146288,
RUS,HHDI,NET,AGRWTH,A,2014,2.80378162,
RUS,HHDI,NET,AGRWTH,A,2015,-4.991738608,
RUS,HHDI,NET,AGRWTH,A,2016,-1.627308967,
RUS,HHDI,NET,AGRWTH,A,2017,2.625729396,
RUS,HHDI,NET,AGRWTH,A,2018,1.907457737,
SVN,HHDI,NET,AGRWTH,A,1996,2.978015296,
SVN,HHDI,NET,AGRWTH,A,1997,4.909192245,
SVN,HHDI,NET,AGRWTH,A,1998,1.833585346,
SVN,HHDI,NET,AGRWTH,A,1999,3.428206564,
SVN,HHDI,NET,AGRWTH,A,2000,3.836047835,
SVN,HHDI,NET,AGRWTH,A,2001,3.849360606,
SVN,HHDI,NET,AGRWTH,A,2002,3.064553697,
SVN,HHDI,NET,AGRWTH,A,2003,0.395451885,
SVN,HHDI,NET,AGRWTH,A,2004,2.781850438,
SVN,HHDI,NET,AGRWTH,A,2005,4.423075103,
SVN,HHDI,NET,AGRWTH,A,2006,2.633441708,
SVN,HHDI,NET,AGRWTH,A,2007,3.995748429,
SVN,HHDI,NET,AGRWTH,A,2008,2.792596046,
SVN,HHDI,NET,AGRWTH,A,2009,-0.478076433,
SVN,HHDI,NET,AGRWTH,A,2010,-0.256529993,
SVN,HHDI,NET,AGRWTH,A,2011,0.428293144,
SVN,HHDI,NET,AGRWTH,A,2012,-3.896473498,
SVN,HHDI,NET,AGRWTH,A,2013,-2.164992677,
SVN,HHDI,NET,AGRWTH,A,2014,1.099140988,
SVN,HHDI,NET,AGRWTH,A,2015,2.307029845,
SVN,HHDI,NET,AGRWTH,A,2016,4.467987328,
SVN,HHDI,NET,AGRWTH,A,2017,3.04384785,
SVN,HHDI,NET,AGRWTH,A,2018,4.049326127,
SVN,HHDI,NET,AGRWTH,A,2019,4.086643196,
ZAF,HHDI,NET,AGRWTH,A,1996,5.910711606,
ZAF,HHDI,NET,AGRWTH,A,1997,1.4099733,
ZAF,HHDI,NET,AGRWTH,A,1998,1.765110071,
ZAF,HHDI,NET,AGRWTH,A,1999,1.283158555,
ZAF,HHDI,NET,AGRWTH,A,2000,3.524597597,
ZAF,HHDI,NET,AGRWTH,A,2001,3.009891986,
ZAF,HHDI,NET,AGRWTH,A,2002,4.468740983,
ZAF,HHDI,NET,AGRWTH,A,2003,3.734465241,
ZAF,HHDI,NET,AGRWTH,A,2004,5.606575756,
ZAF,HHDI,NET,AGRWTH,A,2005,4.177454209,
ZAF,HHDI,NET,AGRWTH,A,2006,5.975842189,
ZAF,HHDI,NET,AGRWTH,A,2007,5.613405753,
ZAF,HHDI,NET,AGRWTH,A,2008,1.482373449,
ZAF,HHDI,NET,AGRWTH,A,2009,0.87441669,
ZAF,HHDI,NET,AGRWTH,A,2010,3.067998916,
ZAF,HHDI,NET,AGRWTH,A,2011,6.752435916,
ZAF,HHDI,NET,AGRWTH,A,2012,3.305128959,
ZAF,HHDI,NET,AGRWTH,A,2013,1.92978505,
ZAF,HHDI,NET,AGRWTH,A,2014,1.692731737,
ZAF,HHDI,NET,AGRWTH,A,2015,3.837851131,
ZAF,HHDI,NET,AGRWTH,A,2016,-0.368767355,
ZAF,HHDI,NET,AGRWTH,A,2017,2.051972716,
ZAF,HHDI,NET,AGRWTH,A,2018,1.569375878,
ZAF,HHDI,NET,AGRWTH,A,2019,1.2785583,
EA,HHDI,NET,AGRWTH,A,2001,2.93877167,
EA,HHDI,NET,AGRWTH,A,2002,1.112693365,
EA,HHDI,NET,AGRWTH,A,2003,1.279651906,
EA,HHDI,NET,AGRWTH,A,2004,1.627217192,
EA,HHDI,NET,AGRWTH,A,2005,1.015692909,
EA,HHDI,NET,AGRWTH,A,2006,2.161755354,
EA,HHDI,NET,AGRWTH,A,2007,1.653834856,
EA,HHDI,NET,AGRWTH,A,2008,0.699800839,
EA,HHDI,NET,AGRWTH,A,2009,0.250858405,
EA,HHDI,NET,AGRWTH,A,2010,-0.074098143,
EA,HHDI,NET,AGRWTH,A,2011,-0.17623332,
EA,HHDI,NET,AGRWTH,A,2012,-1.504602769,
EA,HHDI,NET,AGRWTH,A,2013,-0.469614475,
